Census Tract FIPS Code,County,Total Population,% Non-Hispanic White,% Black,% Hispanic,% Asian,% Native Hawaiian & Other Pacific Islander,% American Indian & Alaskan Native,% Poverty,AB 1550 Low-Income Communities,Metropolitan Planning Organization,SB 535 Disadvantaged Communities,Area Median Income (Regionally Adjusted),Land Area (sqmi),Population Density (sqmi),Population Density (Percentile),% Bike for Job Commute,% Carpooled for Job Commute,% Drove Alone for Job Commute,% Households Paying 30-49% of Income Towards Housing Costs,Clunker Vehicles (Percentile),% Households Paying 50% or More of Income Towards Housing Costs,% Households with No Vehicle,% Multi-Family Housing Units,% No Health Insurance,% Owner-Occupied Households,% Public Transportation for Job Commute,% Renter-Occupied Households,% Single-Family Housing Units,% Walk for Job Commute,% with Medicaid Health Insurance Only,Accessibility to Employment Opportunities (Percentile),All Traffic Accidents (Percentile),Asthma Prevalence,Asthma Prevalence (Percentile),Auto Insurance Premium (Percentile),Availability of Parks & Public Open Space per Population (Percentile),Availability of Weighted Bikeways per Population (Percentile),Average Commute VMT (Percentile),Average Travel Time to Work (Minutes),Average VMT per Household (Percentile),Cardiovascular Disease (Percentile),Cardiovascular Disease Prevalence,High-Quality Transit Locations (Percentile),Housing Unit Density (Percentile),Housing Unit Density (sqmi),Job Density (Percentile),Job Density (sqmi),Jobs-Housing Fit (Percentile),Largest Ethnoracial Group,Lending Barriers (Percentile),Life Expectancy at Birth,Median Household Income,"Neighborhood Change, Housing Variables (Percentile)","Neighborhood Change, Socioeconomic Variables (Percentile)",Newer Clean Vehicles (Percentile),Older Clean Vehicles (Percentile),Primary Care Shortage Areas,Total Housing Units,Total Occupied Housing Units,Vehicles per Household,Walkability Index,Walkability Index (Percentile),x,y
6037651222,Los Angeles,6369,32.36,3.6,18.18,44.7,0,0.46,6,No,SCAG,No,03. 80-140%,0.5804254,10972.99,70 to 80,0,6.88,84.09,21.81,10 to 20,17.72,2.52,66.28,6.74,31.71,3.94,68.29,33.72,4.07,9.25,70 to 80,50 to 60,28.68,20 to 30,60 to 70,40 to 50,5,40 to 50,31.7,20 to 30,30 to 40,6.81,5,70 to 80,4291.68,70 to 80,3037.43,90 to 100,Asian,10 to 20,83.5,88023,20 to 30,40 to 50,80 to 90,70 to 80,No,2491,2302,1.85,15.49,80 to 90,,
6037651302,Los Angeles,6032,63.58,3.42,10.03,14.34,0.15,0.23,6.27,No,SCAG,No,04. 140%+,0.9246001,6523.9,50 to 60,0.24,3.81,85.68,22.44,40 to 50,18.24,4.65,11.61,3.05,76.02,0.37,23.98,88.39,4.54,7.76,60 to 70,30 to 40,22.82,10 to 20,60 to 70,60 to 70,4,60 to 70,25.44,10 to 20,20 to 30,5.74,3,60 to 70,2729.83,40 to 50,1001.51,90 to 100,Non-Hispanic White,0 to 10,86.1,117245,20 to 30,80 to 90,80 to 90,80 to 90,No,2524,2281,2,9.36,30 to 40,,
6037651304,Los Angeles,4650,71.12,3.66,10.22,8.02,0,0,4.54,No,SCAG,No,04. 140%+,0.5567393,8352.2,60 to 70,1.7,8.05,83.45,19.85,30 to 40,21.45,2.24,53.63,3.14,52.59,1.5,47.41,46.37,3.3,1.59,60 to 70,40 to 50,23.54,10 to 20,50 to 60,60 to 70,7,40 to 50,32.01,10 to 20,20 to 30,6.37,5,80 to 90,4555.09,50 to 60,1422.57,80 to 90,Non-Hispanic White,10 to 20,86.9,85896,40 to 50,20 to 30,80 to 90,80 to 90,No,2536,2280,1.75,10.8,40 to 50,,
6037651401,Los Angeles,2602,59.95,0.54,11.3,25.17,0,0.42,2.86,No,SCAG,No,03. 80-140%,0.3873118,6718.1,50 to 60,0,5.87,91.25,17.24,20 to 30,15.64,3.26,21.76,3.99,67.93,1.21,32.07,51.6,0.74,0.81,60 to 70,60 to 70,21.88,10 to 20,60 to 70,70 to 80,3,50 to 60,29.23,10 to 20,10 to 20,5.14,6,60 to 70,3072.46,30 to 40,738.42,70 to 80,Non-Hispanic White,0 to 10,,87083,30 to 40,90 to 100,80 to 90,80 to 90,No,1190,1135,1.79,13.88,60 to 70,,
6037651402,Los Angeles,6450,37.27,0.26,15.01,39.63,0,1.26,3.63,No,SCAG,No,04. 140%+,0.7057388,9139.36,60 to 70,0,6.3,92.27,17.6,20 to 30,20.91,2.88,24.09,6.02,66.48,0.9,33.52,75.52,0.53,6.05,60 to 70,60 to 70,26.83,10 to 20,60 to 70,70 to 80,2,50 to 60,32.61,20 to 30,20 to 30,6.41,7,70 to 80,3311.42,70 to 80,2517.93,80 to 90,Asian,10 to 20,85.3,105909,20 to 30,40 to 50,70 to 80,80 to 90,No,2337,2294,1.95,16.79,90 to 100,,
6037670001,Los Angeles,3486,39.93,6.02,32.13,14.37,0,0.57,9.12,Yes,SCAG,No,03. 80-140%,0.362782,9609.08,60 to 70,0,14.29,81,21.88,70 to 80,18.83,1.99,14.11,5.47,66.13,2.24,33.87,68.74,1.24,9.85,70 to 80,0 to 10,39.67,40 to 50,60 to 70,20 to 30,6,60 to 70,24.61,10 to 20,10 to 20,5.58,2,70 to 80,3809.45,60 to 70,2031.52,60 to 70,Non-Hispanic White,10 to 20,81,69438,40 to 50,30 to 40,40 to 50,50 to 60,No,1382,1355,1.9,17.4,90 to 100,,
6037670002,Los Angeles,3997,36.48,5.55,32.02,20.49,0,1.9,10.41,Yes,SCAG,No,03. 80-140%,0.3347243,11941.17,70 to 80,0.57,6.38,84.33,20.62,70 to 80,12.64,9.43,32.7,9.36,44.52,2.65,55.48,65.73,4.77,12.6,70 to 80,0 to 10,50.79,50 to 60,60 to 70,20 to 30,3,60 to 70,25.48,20 to 30,40 to 50,7.35,5,80 to 90,4594.83,60 to 70,2112.19,50 to 60,Non-Hispanic White,0 to 10,77.4,80117,20 to 30,80 to 90,40 to 50,40 to 50,No,1538,1496,2.01,14.97,80 to 90,,
6037670003,Los Angeles,5732,44,1.81,35.47,17.13,0,0,5.81,Yes,SCAG,No,03. 80-140%,0.576978,9934.52,70 to 80,1.12,2.78,90.41,23.99,70 to 80,16.43,3.22,26.7,7.31,49.38,1.97,50.62,70.26,3.72,15.61,70 to 80,0 to 10,42.41,40 to 50,60 to 70,10 to 20,3,60 to 70,23.27,20 to 30,20 to 30,6.32,3,70 to 80,4265.33,60 to 70,1873.55,60 to 70,Non-Hispanic White,40 to 50,78.9,80272,20 to 30,90 to 100,50 to 60,60 to 70,No,2461,2264,1.82,16.32,90 to 100,,
6037670100,Los Angeles,6742,42.92,6.59,32.17,12.55,0,1.05,16.78,No,SCAG,No,03. 80-140%,0.5603238,12032.33,70 to 80,0,2.64,89.67,20.6,50 to 60,22.94,4.66,48.62,15.82,39.06,6.18,60.94,49.91,1.15,19.35,70 to 80,0 to 10,35.22,30 to 40,60 to 70,40 to 50,4,60 to 70,28.79,10 to 20,10 to 20,5.52,8,80 to 90,5098.84,60 to 70,1784.68,60 to 70,Non-Hispanic White,30 to 40,80.9,60040,60 to 70,20 to 30,60 to 70,60 to 70,No,2857,2770,1.7,13.22,60 to 70,,
6037670201,Los Angeles,3812,63.77,1,10.97,21.56,0,0,4.85,No,SCAG,No,04. 140%+,1.87621,2031.76,20 to 30,0,4.47,92.22,17.26,30 to 40,17.26,2.15,23.12,2.86,82.05,0,17.95,76.88,1.1,5.17,60 to 70,0 to 10,16.34,0 to 10,60 to 70,70 to 80,9,70 to 80,30.19,30 to 40,0 to 10,4.1,3,20 to 30,829.86,20 to 30,398.14,50 to 60,Non-Hispanic White,20 to 30,82.4,144046,80 to 90,20 to 30,90 to 100,90 to 100,No,1557,1443,2.28,7.49,20 to 30,,
6037670202,Los Angeles,2562,63.04,0.98,10.93,21.43,0,0,3.52,No,SCAG,No,04. 140%+,1.150716,2226.44,20 to 30,0.55,4.65,92.58,11.12,30 to 40,13.9,3.06,0,5.7,93.77,1.44,6.23,100,0.78,4.1,60 to 70,0 to 10,14.77,0 to 10,60 to 70,70 to 80,9,80 to 90,31.46,20 to 30,0 to 10,4.43,3,20 to 30,796.9,20 to 30,358.91,90 to 100,Non-Hispanic White,10 to 20,83,174205,90 to 100,0 to 10,80 to 90,90 to 100,No,917,883,2.43,11.67,40 to 50,,
6037670324,Los Angeles,5109,71.31,0.47,10.08,14.86,0,0,5.27,No,SCAG,No,04. 140%+,1.829245,2792.96,20 to 30,0,6.51,91.7,17.91,20 to 30,12.23,2.28,9.21,1.96,85.9,0,14.1,90.79,1.79,1.53,60 to 70,10 to 20,18.54,0 to 10,60 to 70,80 to 90,6,70 to 80,32.52,20 to 30,10 to 20,5.44,2,20 to 30,1180.82,40 to 50,856.64,80 to 90,Non-Hispanic White,20 to 30,85.3,208125,70 to 80,10 to 20,90 to 100,90 to 100,No,2160,1801,2.24,9.41,30 to 40,,
6037670326,Los Angeles,3514,61.87,0,6.86,28.23,0.28,0.06,8.39,No,SCAG,No,04. 140%+,1.559367,2253.48,20 to 30,0,2.69,91.09,21.17,10 to 20,17.46,0,0,3.16,89.55,0.19,10.45,99.47,1.86,1.99,50 to 60,0 to 10,21.15,0 to 10,60 to 70,80 to 90,1,80 to 90,35.41,30 to 40,20 to 30,6.25,1,20 to 30,966.42,10 to 20,271.91,90 to 100,Non-Hispanic White,20 to 30,86.4,151367,90 to 100,40 to 50,90 to 100,90 to 100,No,1507,1301,2.45,6.86,10 to 20,,
6037670328,Los Angeles,4900,62.22,0.2,11.08,22.39,0,0,3.37,No,SCAG,No,04. 140%+,1.385398,3536.89,30 to 40,0,3.13,92.2,10.61,10 to 20,16.34,2.23,7.66,2.45,85.92,0.69,14.08,92.34,1.06,0.84,50 to 60,0 to 10,18.94,0 to 10,60 to 70,80 to 90,2,80 to 90,37.91,60 to 70,10 to 20,5.65,2,30 to 40,1281.22,20 to 30,415.77,80 to 90,Non-Hispanic White,20 to 30,83.9,190583,40 to 50,10 to 20,90 to 100,90 to 100,No,1775,1704,2.35,8.01,20 to 30,,
6037670403,Los Angeles,2763,51,1.63,5.47,37.93,0.25,0,5.68,No,SCAG,No,04. 140%+,0.6416786,4305.89,30 to 40,0,6.74,91.71,16.33,10 to 20,9.68,0.39,8.24,6.55,88.66,1.14,11.34,91.19,0,3.58,50 to 60,0 to 10,10.14,0 to 10,70 to 80,20 to 30,0,80 to 90,35.16,40 to 50,0 to 10,3.59,4,30 to 40,1626.98,80 to 90,4832.64,80 to 90,Non-Hispanic White,0 to 10,81,150652,50 to 60,60 to 70,90 to 100,90 to 100,No,1044,1014,2.18,10.67,40 to 50,,
6037670405,Los Angeles,2818,54.86,2.91,2.06,35.84,0,0,2.4,No,SCAG,No,04. 140%+,0.5789382,4867.53,30 to 40,0,5.93,90.23,16.59,0 to 10,28.3,10.45,12.87,3.02,79.1,3.85,20.9,87.13,0,0,50 to 60,0 to 10,13.28,0 to 10,70 to 80,70 to 80,4,90 to 100,39.13,10 to 20,0 to 10,4.42,1,40 to 50,2147.03,60 to 70,1670.3,90 to 100,Non-Hispanic White,0 to 10,81,102941,50 to 60,20 to 30,90 to 100,90 to 100,No,1243,1110,1.9,9.33,30 to 40,,
6037670406,Los Angeles,1858,43.92,5.33,4.36,42.79,0,0,3.28,No,SCAG,No,04. 140%+,0.4587674,4049.98,30 to 40,0,7.86,91.6,12.92,10 to 20,25.85,1.68,3.05,3.61,95.73,0,4.27,96.95,0.54,2.96,50 to 60,,11.15,0 to 10,60 to 70,80 to 90,7,90 to 100,39.31,30 to 40,0 to 10,3.56,1,30 to 40,1501.85,20 to 30,289.91,90 to 100,Non-Hispanic White,10 to 20,85.2,170125,0 to 10,70 to 80,90 to 100,90 to 100,No,689,655,2.37,13.33,60 to 70,,
6037670407,Los Angeles,6179,35.44,2.22,5.97,50.32,1.38,0,6.38,No,SCAG,No,03. 80-140%,0.4857196,12721.33,70 to 80,0,8.76,90.04,27.26,0 to 10,25.79,2.19,47.96,5.52,50.07,0,49.93,52.04,0,12.82,50 to 60,0 to 10,10.36,0 to 10,70 to 80,40 to 50,2,70 to 80,42.55,30 to 40,0 to 10,3.71,7,80 to 90,5004.95,30 to 40,553.82,90 to 100,Asian,10 to 20,86.4,93415,70 to 80,10 to 20,90 to 100,90 to 100,No,2431,2287,1.96,11.96,50 to 60,,
6037670411,Los Angeles,4553,59.08,1.38,5.03,28.16,2.15,0,2.75,No,SCAG,No,04. 140%+,1.113867,4087.56,30 to 40,0,5.55,92.81,20.03,30 to 40,10.5,3.29,0.88,1.12,85.39,0.25,14.61,98.35,0.57,2.11,50 to 60,0 to 10,10.27,0 to 10,70 to 80,60 to 70,6,70 to 80,31.8,30 to 40,0 to 10,3.66,4,30 to 40,1522.62,20 to 30,378.86,90 to 100,Non-Hispanic White,10 to 20,88.1,137361,60 to 70,40 to 50,90 to 100,90 to 100,No,1696,1581,2.14,10.81,40 to 50,,
6037670413,Los Angeles,4767,45.02,0.48,7.57,44.45,0,0,3.96,No,SCAG,No,04. 140%+,0.8441024,5647.42,40 to 50,1.14,13.12,83.79,18.48,10 to 20,19.05,2.33,15.42,2.12,80.69,0,19.31,84.58,0.19,1.03,50 to 60,0 to 10,10.59,0 to 10,70 to 80,70 to 80,3,70 to 80,38.77,20 to 30,0 to 10,3.84,5,50 to 60,2312.52,10 to 20,245.23,90 to 100,Non-Hispanic White,0 to 10,85.7,147993,60 to 70,80 to 90,90 to 100,90 to 100,No,1952,1802,2.02,12.04,50 to 60,,
6037670416,Los Angeles,4370,40.78,5.15,13.46,35.42,0,0.66,7.8,No,SCAG,No,04. 140%+,1.376469,3174.79,20 to 30,0,14.24,83.01,19.17,0 to 10,29.65,3.97,26.6,5.06,64.38,1.66,35.62,73.4,0,3.4,40 to 50,0 to 10,12.04,0 to 10,70 to 80,80 to 90,7,80 to 90,40.36,50 to 60,0 to 10,4.66,4,30 to 40,1251.03,20 to 30,351.62,90 to 100,Non-Hispanic White,30 to 40,87,98889,70 to 80,0 to 10,90 to 100,80 to 90,No,1722,1586,2.17,9.78,30 to 40,,
6037670500,Los Angeles,1630,71.23,1.72,6.2,17.18,0,0,1.6,No,SCAG,No,04. 140%+,2.991625,544.85,10 to 20,0,7.96,88.5,16.41,30 to 40,19.34,1.35,0.56,2.82,95.94,0.66,4.06,99.44,2.21,3.01,50 to 60,0 to 10,11.42,0 to 10,60 to 70,80 to 90,9,90 to 100,37.37,40 to 50,0 to 10,3.63,0,10 to 20,238,10 to 20,143.4,50 to 60,Non-Hispanic White,20 to 30,,239375,,30 to 40,90 to 100,90 to 100,No,712,591,2.73,5.83,10 to 20,,
6037670602,Los Angeles,6905,59.91,1.98,8.11,20.98,0,0,6.35,No,SCAG,No,04. 140%+,5.499922,1255.47,10 to 20,0,6.95,86.36,16.51,20 to 30,21.11,2.09,23.52,1.63,78.09,1.67,21.91,76.48,0.95,0.91,50 to 60,0 to 10,11.13,0 to 10,70 to 80,80 to 90,6,80 to 90,30.28,50 to 60,0 to 10,3.89,3,10 to 20,563.64,20 to 30,362.01,90 to 100,Non-Hispanic White,20 to 30,,150097,80 to 90,0 to 10,90 to 100,90 to 100,No,3100,2629,2.3,8.81,30 to 40,,
6037670701,Los Angeles,7076,51.1,0.68,23.39,19.91,1.79,0.65,4.55,No,SCAG,No,04. 140%+,1.189632,5948.06,40 to 50,0,5.98,90.13,17.21,20 to 30,10.46,4.31,9.86,1.13,84.58,0.47,15.42,90.14,1.58,6.46,60 to 70,10 to 20,14.25,0 to 10,70 to 80,60 to 70,5,70 to 80,30.17,30 to 40,0 to 10,4.04,4,40 to 50,2140.16,40 to 50,992.74,20 to 30,Non-Hispanic White,10 to 20,81.3,124181,90 to 100,80 to 90,70 to 80,70 to 80,No,2546,2529,2.05,16.12,90 to 100,,
6037670702,Los Angeles,5555,68.86,1.19,8.24,14.91,0,0.38,1.89,No,SCAG,No,04. 140%+,2.586096,2148.03,20 to 30,0,5.87,91.49,20.38,30 to 40,13.03,0.45,0,0.95,96.3,2.11,3.7,100,0,0.85,60 to 70,0 to 10,12.04,0 to 10,70 to 80,70 to 80,7,80 to 90,33.17,70 to 80,0 to 10,3.78,2,20 to 30,821.32,10 to 20,255.98,30 to 40,Non-Hispanic White,40 to 50,84.3,202500,,80 to 90,80 to 90,80 to 90,No,2124,2000,2.5,6.47,10 to 20,,
6037700101,Los Angeles,5265,83.19,2.39,8.58,3.15,0,0.06,14.11,Yes,SCAG,No,03. 80-140%,0.2602668,20229.24,90 to 100,2.83,2.21,83.41,24.25,10 to 20,23.42,21.15,88.33,6.34,6.23,8.12,93.77,11.67,2.32,5.15,90 to 100,90 to 100,27.08,10 to 20,90 to 100,10 to 20,3,0 to 10,32.02,0 to 10,50 to 60,8.51,9,90 to 100,14684.93,90 to 100,9509.47,30 to 40,Non-Hispanic White,30 to 40,81.5,55386,60 to 70,90 to 100,90 to 100,80 to 90,No,3822,3485,1.17,16.37,90 to 100,,
6037700102,Los Angeles,4306,68.9,6.76,14.51,5.36,0,0,20.87,Yes,SCAG,No,01. 0-60%,0.189565,22715.16,90 to 100,0.27,0.71,83.56,29.69,10 to 20,35.53,14.15,88.25,13.38,3.91,5.77,96.09,11.75,3.77,18.53,90 to 100,90 to 100,28.42,20 to 30,90 to 100,10 to 20,2,0 to 10,26.7,0 to 10,60 to 70,9.34,9,90 to 100,15709.65,90 to 100,13647.03,40 to 50,Non-Hispanic White,0 to 10,,36568,80 to 90,80 to 90,90 to 100,90 to 100,No,2978,2840,1.13,15.58,80 to 90,,
6037700200,Los Angeles,7082,73.93,4.74,11.08,3.77,0,0.52,13.8,Yes,SCAG,No,03. 80-140%,0.2698823,26241.07,90 to 100,2.89,2.59,82.89,19.81,0 to 10,27.16,9.88,92.86,9.03,11.69,3.65,88.31,7.14,3.82,3.78,90 to 100,90 to 100,28.38,20 to 30,90 to 100,0 to 10,3,0 to 10,29.04,0 to 10,60 to 70,9.33,9,90 to 100,17600.27,90 to 100,7840.45,40 to 50,Non-Hispanic White,20 to 30,,65190,30 to 40,70 to 80,90 to 100,90 to 100,No,4750,4516,1.26,14.33,70 to 80,,
6037700300,Los Angeles,6461,77.93,1.89,10.28,4.77,0,0.51,11.72,No,SCAG,No,03. 80-140%,0.2344196,27561.69,90 to 100,1.39,2.53,85.98,15.63,0 to 10,20.01,8.96,93.83,6.87,26.28,2.55,73.72,6.17,4.02,6.5,90 to 100,90 to 100,19.73,0 to 10,90 to 100,0 to 10,2,0 to 10,26.8,0 to 10,10 to 20,4.73,9,90 to 100,18402.9,90 to 100,16278.5,50 to 60,Non-Hispanic White,10 to 20,82,81909,60 to 70,50 to 60,90 to 100,90 to 100,No,4314,4106,1.22,16.99,90 to 100,,
6037700400,Los Angeles,5529,78.62,3.73,6.4,6.4,0,0,10.44,No,SCAG,No,03. 80-140%,0.5080869,10882,70 to 80,0,1.47,85.89,27.61,10 to 20,20.52,9.06,68.34,5.14,28.22,2.42,71.78,30.02,4.78,2.75,90 to 100,90 to 100,25.68,10 to 20,90 to 100,10 to 20,4,0 to 10,28.11,0 to 10,20 to 30,5.98,9,90 to 100,7073.59,90 to 100,15123.4,50 to 60,Non-Hispanic White,0 to 10,81.8,87016,50 to 60,90 to 100,90 to 100,90 to 100,No,3594,3324,1.36,17.27,90 to 100,,
6037700501,Los Angeles,3567,66.05,6.56,15.53,7.2,1.37,0,6.98,No,SCAG,No,03. 80-140%,0.2307582,15457.74,80 to 90,0,7.06,74.74,17.61,0 to 10,26.88,8.34,84.08,6.9,36.9,3.4,63.1,15.92,8.39,6.95,80 to 90,90 to 100,22.34,10 to 20,90 to 100,30 to 40,5,0 to 10,27.81,0 to 10,0 to 10,4.16,9,90 to 100,12493.6,90 to 100,31561.18,50 to 60,Non-Hispanic White,30 to 40,83.7,82847,30 to 40,60 to 70,90 to 100,90 to 100,No,2883,2385,1.27,17.87,90 to 100,,
6037700502,Los Angeles,4174,78.01,0.1,11.36,8.31,0,0,12.72,No,SCAG,No,03. 80-140%,0.1946102,21448,90 to 100,0,6.84,85.54,14.46,10 to 20,28.17,11.83,94.53,4,31.37,2.11,68.63,5.47,4.18,11.81,80 to 90,90 to 100,24.86,10 to 20,90 to 100,20 to 30,2,0 to 10,27.88,0 to 10,0 to 10,4.49,9,90 to 100,17676.36,90 to 100,23046.07,50 to 60,Non-Hispanic White,20 to 30,79.7,76765,50 to 60,60 to 70,90 to 100,90 to 100,No,3440,2882,1.13,17.42,90 to 100,,
6037700600,Los Angeles,5198,85.88,0.58,3.1,5.27,0,0,8.18,No,SCAG,No,04. 140%+,2.1938,2369.4,20 to 30,0,8.83,85.78,18.53,0 to 10,32.06,1.93,2.07,2.6,90.34,0,9.66,96.67,1.78,1.12,80 to 90,60 to 70,15.62,0 to 10,90 to 100,70 to 80,3,10 to 20,23.98,10 to 20,10 to 20,5.13,5,20 to 30,1012.4,20 to 30,520.1,70 to 80,Non-Hispanic White,20 to 30,87.7,185729,90 to 100,10 to 20,90 to 100,80 to 90,No,2221,1759,2.48,12.31,50 to 60,,
6037700700,Los Angeles,3537,85.92,0.08,4.24,3.79,0,0.42,2.4,No,SCAG,No,04. 140%+,1.363014,2594.98,20 to 30,0,5.67,88.29,11.01,0 to 10,33.58,2.45,0,1.05,92.82,1.39,7.18,98.88,1.12,2.69,80 to 90,80 to 90,17.09,0 to 10,90 to 100,70 to 80,3,10 to 20,23.33,10 to 20,20 to 30,5.84,5,20 to 30,983.85,50 to 60,1499.62,80 to 90,Non-Hispanic White,10 to 20,86,209890,80 to 90,70 to 80,90 to 100,80 to 90,No,1341,1101,2.56,12.53,50 to 60,,
6037700801,Los Angeles,4924,72.01,1.06,6.32,16.53,0,0,12.65,No,SCAG,No,03. 80-140%,0.5616883,8766.43,60 to 70,0,1.98,91.72,17.35,10 to 20,33.19,13.03,81.51,6.45,29.07,3.06,70.93,18.49,3.24,5.51,90 to 100,90 to 100,15.95,0 to 10,90 to 100,50 to 60,5,0 to 10,26.03,0 to 10,10 to 20,5.17,8,80 to 90,5691.77,90 to 100,40629.3,70 to 80,Non-Hispanic White,20 to 30,,86216,70 to 80,70 to 80,90 to 100,90 to 100,No,3197,2518,1.37,18.51,90 to 100,,
6037700802,Los Angeles,4066,67.36,6.54,11.93,12.27,0,0,11.49,No,SCAG,No,03. 80-140%,0.2646827,15361.79,80 to 90,1.24,5.25,84.05,19.33,0 to 10,32.31,13.73,87.33,5.39,22.86,3.14,77.14,12.67,5.84,10.01,90 to 100,90 to 100,22.35,10 to 20,90 to 100,10 to 20,3,0 to 10,22.45,0 to 10,10 to 20,4.77,9,90 to 100,8738.77,90 to 100,24871.29,60 to 70,Non-Hispanic White,10 to 20,85.2,67422,10 to 20,90 to 100,90 to 100,90 to 100,No,2313,2025,1.32,17.86,90 to 100,,
6037700901,Los Angeles,3495,75.16,0.89,6.67,14.45,0,0,8.3,No,SCAG,No,03. 80-140%,0.4074158,8578.46,60 to 70,0,19.14,75.1,30.9,10 to 20,22.92,7.45,53.43,2.8,44.77,2.41,55.23,46.57,2.74,4.29,90 to 100,90 to 100,25.55,10 to 20,90 to 100,10 to 20,1,0 to 10,25.88,10 to 20,10 to 20,5.32,8,80 to 90,4396,90 to 100,14734.33,60 to 70,Non-Hispanic White,10 to 20,84.2,84500,80 to 90,40 to 50,90 to 100,80 to 90,No,1791,1530,1.66,17.45,90 to 100,,
6037700902,Los Angeles,7519,76.18,1.81,6.65,9.58,0,0,12.89,No,SCAG,No,03. 80-140%,0.3685063,20403.99,90 to 100,1.62,7.79,75.36,20.81,0 to 10,28.16,6.08,85.89,6.74,19.69,1.96,80.31,14.11,11.17,3.15,90 to 100,90 to 100,17.78,0 to 10,90 to 100,0 to 10,1,0 to 10,24.32,0 to 10,10 to 20,5.22,8,90 to 100,10230.49,90 to 100,18927.76,70 to 80,Non-Hispanic White,10 to 20,84.2,84347,20 to 30,60 to 70,90 to 100,80 to 90,No,3770,3407,1.45,17.36,90 to 100,,
6037701000,Los Angeles,5623,80.47,0.91,5.25,5.8,0,0.6,7.07,No,SCAG,No,04. 140%+,0.5495049,10232.85,70 to 80,0.6,6.97,81.45,18.76,0 to 10,26.12,7.33,69.5,5.51,39.36,3.21,60.64,30.5,6.74,1.35,90 to 100,80 to 90,17.68,0 to 10,90 to 100,40 to 50,1,0 to 10,23.61,0 to 10,10 to 20,5.34,8,80 to 90,5661.46,90 to 100,15160.92,80 to 90,Non-Hispanic White,10 to 20,84.4,106657,0 to 10,30 to 40,90 to 100,90 to 100,No,3111,2660,1.57,16.14,90 to 100,,
6037701100,Los Angeles,1096,37.32,25.73,24.27,9.4,0,0.36,64.79,No,SCAG,No,,0.9770729,1121.72,10 to 20,0,2.65,30.09,28.3,0 to 10,58.49,48.44,55.41,3.68,26.56,52.21,73.44,44.59,2.65,34.34,90 to 100,80 to 90,12.69,0 to 10,90 to 100,20 to 30,9,0 to 10,38.1,,0 to 10,4.49,7,0 to 10,75.74,40 to 50,1056.22,80 to 90,Non-Hispanic White,,69.7,,10 to 20,,90 to 100,90 to 100,No,74,64,,12.5,50 to 60,,
6037701201,Los Angeles,3961,81.62,0,7.14,9.04,0,0,5.83,No,SCAG,No,04. 140%+,0.7498093,5282.68,40 to 50,1.23,3.61,88.85,9.58,10 to 20,29.17,0.56,4.19,0.68,89.77,2.08,10.23,95.81,3.84,1.59,80 to 90,50 to 60,9.6,0 to 10,90 to 100,0 to 10,8,10 to 20,24.54,10 to 20,0 to 10,4.01,5,50 to 60,2293.92,50 to 60,1492.38,60 to 70,Non-Hispanic White,10 to 20,84.2,201719,40 to 50,0 to 10,90 to 100,90 to 100,No,1720,1437,2.21,10.36,40 to 50,,
6037701202,Los Angeles,3475,76.43,4.03,7.45,10.13,0,0,4.47,No,SCAG,No,04. 140%+,0.1562637,22238.05,90 to 100,4.12,5.61,80.12,22.83,0 to 10,16.59,3.66,86.05,1.87,32.31,0.48,67.69,13.95,4.84,2.71,80 to 90,60 to 70,26.43,10 to 20,80 to 90,10 to 20,6,10 to 20,25.22,0 to 10,20 to 30,6.31,9,90 to 100,12338.12,70 to 80,3334.11,50 to 60,Non-Hispanic White,0 to 10,82.1,115647,20 to 30,80 to 90,90 to 100,90 to 100,No,1928,1721,1.45,14.42,70 to 80,,
6037701302,Los Angeles,4880,76.58,0.08,9.77,11.25,0,0,6.45,No,SCAG,No,03. 80-140%,0.1760973,27711.95,90 to 100,5.53,3.87,77.19,19.15,20 to 30,20.8,4.55,95.69,4.49,17.29,3.83,82.71,4.31,4.93,1.86,80 to 90,80 to 90,26.43,10 to 20,80 to 90,10 to 20,5,10 to 20,24.86,0 to 10,20 to 30,6.31,8,90 to 100,17263.18,80 to 90,4923.41,50 to 60,Non-Hispanic White,0 to 10,82.3,97120,20 to 30,90 to 100,90 to 100,90 to 100,No,3040,2770,1.36,15.09,80 to 90,,
6037701304,Los Angeles,6223,76.65,1.38,7.46,8.87,0,0,5.67,No,SCAG,No,04. 140%+,0.8031593,7748.15,50 to 60,5.02,4.38,84.95,16.94,10 to 20,26.25,7.93,63.75,2.25,51.18,2.66,48.82,36.25,1.43,2.47,80 to 90,60 to 70,9.8,0 to 10,90 to 100,60 to 70,7,30 to 40,26.06,0 to 10,0 to 10,3.97,7,80 to 90,4454.91,60 to 70,1897.51,40 to 50,Non-Hispanic White,0 to 10,85.1,122024,10 to 20,10 to 20,90 to 100,90 to 100,No,3578,2888,1.61,10.24,40 to 50,,
